account_id,balance,is_joint_account,is_online_access_enabled,status,business_unit_id,mcc_code,transaction_type_id,transaction_amount,method,account_type_id
1,3579.00,N,Y,ACTIVE,1,5814,6,8.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5942,1,82.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5732,1,65.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5942,1,78.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,3351,1,75.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,6,280.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5814,5,3.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5651,1,40.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,51.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,3351,1,115.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5814,1,9.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,8.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,4,140.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5942,5,60.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5942,1,73.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5814,5,4.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5732,1,65.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,5,193.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5942,1,55.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5533,6,50.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5732,4,40.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5732,4,35.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5814,1,4.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,128.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5651,6,120.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,3351,4,60.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,46.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,3351,1,105.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,4,280.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5814,5,4.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5942,1,60.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,49.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,212.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,33.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,3351,6,75.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,173.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,193.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,9999,4,46.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,3351,1,60.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,63.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5942,1,55.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,6,74.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5942,4,60.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,8.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5912,1,77.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,3.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,3351,1,115.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5732,1,200.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,6,95.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5533,1,50.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5732,1,200.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5651,1,18.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,3000,1,170.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,3351,6,115.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,178.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5651,1,37.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5942,6,12.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,9999,6,74.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5732,1,120.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5651,1,48.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,4,68.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,6,68.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5942,1,82.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5732,4,90.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5533,1,38.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,3000,1,375.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5651,6,35.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,5,128.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,3351,1,60.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,280.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5533,5,50.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,46.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5814,1,9.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,212.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,6,234.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5942,6,60.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,68.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5533,1,25.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5814,1,7.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,4,41.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5732,1,35.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,4,69.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,4,67.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5651,4,12.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,3351,4,60.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,3000,4,170.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5814,5,9.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5651,1,40.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5942,1,78.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,6,193.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5942,1,82.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,3351,4,55.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5912,1,45.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5533,1,38.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,49.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5814,1,10.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5651,1,35.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,173.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5651,1,120.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,3000,1,170.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5732,1,200.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5942,1,82.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,3351,1,55.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,3000,4,210.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5814,1,8.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,9999,6,52.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5814,1,11.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5942,1,23.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5814,5,11.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5942,1,73.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,3351,1,115.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,6,74.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5651,6,48.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,51.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5732,1,120.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5942,4,80.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5912,5,30.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,34.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,46.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5912,1,101.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5651,1,120.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5912,1,125.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5533,6,90.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5814,1,9.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5814,6,4.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,140.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5942,1,47.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5814,4,11.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5814,1,7.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5732,1,135.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5912,1,23.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5732,1,24.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5732,1,120.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5814,1,7.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,9999,4,68.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5732,1,65.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,3000,1,170.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5814,1,8.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5814,6,11.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5912,4,125.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5651,4,48.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,4,49.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5942,6,65.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5912,1,132.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5651,1,10.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5533,4,50.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,3351,4,65.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5942,1,73.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,6,280.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,178.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,6,69.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5732,6,200.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5942,4,23.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5651,6,18.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5942,5,65.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,49.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,33.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5814,1,7.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,53.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5814,1,9.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,350.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,53.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5732,1,135.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5651,4,18.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5912,1,35.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,67.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,4,193.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5814,1,9.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5814,1,9.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5732,6,35.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,52.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,3351,5,70.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5732,6,40.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,5,33.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,5,61.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5651,6,48.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5732,6,128.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,3351,1,40.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,350.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,4,46.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,6,178.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,178.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5942,1,12.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5942,6,12.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5814,4,3.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,5,49.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,69.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5651,1,42.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,23.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,34.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5912,1,132.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,4,69.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,3000,5,375.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5651,1,15.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5912,6,30.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5533,6,25.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,74.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5912,1,45.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,3351,4,55.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5912,1,30.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,234.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5732,4,90.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5912,1,101.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5912,6,83.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5732,1,40.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,61.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5942,1,60.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5651,1,42.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,3351,4,40.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5814,1,8.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,3000,6,170.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,4,61.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,63.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,49.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5651,6,12.50,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,6,12.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,47.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5732,4,65.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5533,1,25.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5942,1,60.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5814,1,8.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5651,1,22.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,3351,1,60.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,5,178.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,5,112.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,140.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,74.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5942,1,55.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,6,61.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,3351,1,70.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5942,5,73.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,152.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5533,6,25.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,23.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,3351,1,105.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5912,4,132.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,6,350.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5912,6,101.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,41.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5732,1,200.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5942,4,78.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,3351,6,115.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,12.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5732,1,35.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5912,1,132.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,5,122.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5912,4,132.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5732,4,24.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,8.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5732,5,40.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5533,1,90.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5651,1,35.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5912,1,83.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,5,23.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5411,1,69.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5912,4,35.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5942,6,78.00,DEBIT,1
1,3579.00,N,Y,ACTIVE,1,5814,1,9.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,5411,4,49.50,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,122.00,CREDIT,1
1,3579.00,N,Y,ACTIVE,1,9999,1,42.00,CREDIT,1
